customer_id,age,gender,city,email,age_group
C012455,52,Female,Porto,user12455@example.com,Middle-aged (46-60)
C012456,34,Female,Lisbon,user12456@example.com,Adult (25-45)
C012457,40,Other,Lisbon,user12457@example.com,Adult (25-45)
C012458,45,Female,Faro,user12458@example.com,Adult (25-45)
C012459,39,Other,Coimbra,user12459@example.com,Adult (25-45)
C012460,19,Other,Faro,user12460@example.com,Youth (16-24)
C012461,55,Male,Faro,user12461@example.com,Middle-aged (46-60)
C012462,24,Other,Lisbon,user12462@example.com,Youth (16-24)
C012463,40,Female,Braga,user12463@example.com,Adult (25-45)
C012464,21,Male,Braga,user12464@example.com,Youth (16-24)
C012465,50,Other,Braga,user12465@example.com,Middle-aged (46-60)
C012466,46,Male,Faro,user12466@example.com,Middle-aged (46-60)
C012467,44,Other,Lisbon,user12467@example.com,Adult (25-45)
C012468,37,Male,Faro,user12468@example.com,Adult (25-45)
C012469,34,Female,Faro,user12469@example.com,Adult (25-45)
C012470,39,Other,Faro,user12470@example.com,Adult (25-45)
C012471,68,Male,Lisbon,user12471@example.com,Senior
C012472,51,Other,Lisbon,user12472@example.com,Middle-aged (46-60)
C012473,20,Other,Porto,user12473@example.com,Youth (16-24)
C012474,24,Male,Coimbra,user12474@example.com,Youth (16-24)
C012475,27,Other,Coimbra,user12475@example.com,Adult (25-45)
C012476,53,Other,Lisbon,user12476@example.com,Middle-aged (46-60)
C012477,42,Female,Porto,user12477@example.com,Adult (25-45)
C012478,62,Male,Coimbra,user12478@example.com,Senior
C012479,58,Male,Coimbra,user12479@example.com,Middle-aged (46-60)
C012480,34,Other,Lisbon,user12480@example.com,Adult (25-45)
C012481,25,Female,Coimbra,user12481@example.com,Adult (25-45)
C012482,54,Male,Lisbon,user12482@example.com,Middle-aged (46-60)
C012483,64,Other,Braga,user12483@example.com,Senior
C012484,64,Male,Lisbon,user12484@example.com,Senior
C012485,52,Other,Faro,user12485@example.com,Middle-aged (46-60)
C012486,17,Male,Porto,user12486@example.com,Youth (16-24)
C012487,62,Other,Lisbon,user12487@example.com,Senior
C012488,66,Female,Porto,user12488@example.com,Senior
C012489,21,Other,Braga,user12489@example.com,Youth (16-24)
C012490,39,Female,Porto,user12490@example.com,Adult (25-45)
C012491,22,Male,Porto,user12491@example.com,Youth (16-24)
C012492,21,Other,Coimbra,user12492@example.com,Youth (16-24)
C012493,45,Other,Braga,user12493@example.com,Adult (25-45)
C012494,41,Female,Porto,user12494@example.com,Adult (25-45)
C012495,38,Other,Faro,user12495@example.com,Adult (25-45)
C012496,61,Male,Porto,user12496@example.com,Senior
C012497,38,Female,Coimbra,user12497@example.com,Adult (25-45)
C012498,55,Male,Lisbon,user12498@example.com,Middle-aged (46-60)
C012499,48,Male,Lisbon,user12499@example.com,Middle-aged (46-60)
C012500,25,Male,Faro,user12500@example.com,Adult (25-45)
C012501,22,Male,Faro,user12501@example.com,Youth (16-24)
C012502,43,Other,Braga,user12502@example.com,Adult (25-45)
C012503,29,Other,Braga,user12503@example.com,Adult (25-45)
C012504,29,Male,Porto,user12504@example.com,Adult (25-45)
C012505,30,Male,Faro,user12505@example.com,Adult (25-45)
C012506,36,Male,Porto,user12506@example.com,Adult (25-45)
C012507,64,Male,Porto,user12507@example.com,Senior
C012508,49,Male,Lisbon,user12508@example.com,Middle-aged (46-60)
C012509,62,Other,Braga,user12509@example.com,Senior
C012510,64,Other,Coimbra,user12510@example.com,Senior
C012511,33,Male,Braga,user12511@example.com,Adult (25-45)
C012512,57,Male,Faro,user12512@example.com,Middle-aged (46-60)
C012513,26,Other,Faro,user12513@example.com,Adult (25-45)
C012514,27,Female,Lisbon,user12514@example.com,Adult (25-45)
C012515,64,Male,Faro,user12515@example.com,Senior
C012516,43,Female,Porto,user12516@example.com,Adult (25-45)
C012517,36,Male,Braga,user12517@example.com,Adult (25-45)
C012518,56,Other,Porto,user12518@example.com,Middle-aged (46-60)
C012519,18,Other,Porto,user12519@example.com,Youth (16-24)
C012520,47,Female,Faro,user12520@example.com,Middle-aged (46-60)
C012521,19,Female,Porto,user12521@example.com,Youth (16-24)
C012522,18,Male,Faro,user12522@example.com,Youth (16-24)
C012523,34,Other,Coimbra,user12523@example.com,Adult (25-45)
C012524,55,Female,Braga,user12524@example.com,Middle-aged (46-60)
C012525,50,Female,Lisbon,user12525@example.com,Middle-aged (46-60)
C012526,45,Female,Braga,user12526@example.com,Adult (25-45)
C012527,27,Male,Faro,user12527@example.com,Adult (25-45)
C012528,34,Other,Porto,user12528@example.com,Adult (25-45)
C012529,52,Male,Faro,user12529@example.com,Middle-aged (46-60)
C012530,33,Other,Braga,user12530@example.com,Adult (25-45)
C012531,53,Male,Braga,user12531@example.com,Middle-aged (46-60)
C012532,48,Other,Porto,user12532@example.com,Middle-aged (46-60)
C012533,17,Male,Lisbon,user12533@example.com,Youth (16-24)
C012534,25,Other,Coimbra,user12534@example.com,Adult (25-45)
C012535,34,Other,Porto,user12535@example.com,Adult (25-45)
C012536,19,Female,Faro,user12536@example.com,Youth (16-24)
C012537,53,Female,Braga,user12537@example.com,Middle-aged (46-60)
C012538,21,Male,Faro,user12538@example.com,Youth (16-24)
C012539,67,Female,Coimbra,user12539@example.com,Senior
C012540,61,Female,Coimbra,user12540@example.com,Senior
C012541,49,Other,Lisbon,Unknown,Middle-aged (46-60)
C012542,28,Other,Braga,Unknown,Adult (25-45)
C012543,62,Male,Faro,user12543@example.com,Senior
C012544,44,Male,Faro,user12544@example.com,Adult (25-45)
C012545,22,Female,Lisbon,user12545@example.com,Youth (16-24)
C012546,19,Male,Porto,user12546@example.com,Youth (16-24)
C012547,19,Male,Lisbon,user12547@example.com,Youth (16-24)
C012548,34,Female,Lisbon,user12548@example.com,Adult (25-45)
C012549,37,Female,Porto,user12549@example.com,Adult (25-45)
C012550,27,Male,Faro,user12550@example.com,Adult (25-45)
C012551,22,Male,Faro,user12551@example.com,Youth (16-24)
C012552,21,Other,Faro,user12552@example.com,Youth (16-24)
C012553,38,Male,Coimbra,user12553@example.com,Adult (25-45)
C012554,64,Female,Braga,user12554@example.com,Senior
C012555,48,Male,Lisbon,user12555@example.com,Middle-aged (46-60)
C012556,38,Female,Faro,user12556@example.com,Adult (25-45)
C012557,54,Other,Lisbon,user12557@example.com,Middle-aged (46-60)
C012558,68,Other,Braga,user12558@example.com,Senior
C012559,25,Male,Braga,user12559@example.com,Adult (25-45)
C012560,63,Female,Porto,user12560@example.com,Senior
C012561,45,Male,Coimbra,user12561@example.com,Adult (25-45)
C012562,32,Male,Braga,user12562@example.com,Adult (25-45)
C012563,49,Other,Porto,user12563@example.com,Middle-aged (46-60)
C012564,57,Male,Faro,user12564@example.com,Middle-aged (46-60)
C012565,63,Other,Porto,user12565@example.com,Senior
C012566,60,Male,Lisbon,user12566@example.com,Middle-aged (46-60)
C012567,30,Female,Porto,user12567@example.com,Adult (25-45)
C012568,33,Other,Faro,user12568@example.com,Adult (25-45)
C012569,36,Female,Porto,user12569@example.com,Adult (25-45)
C012570,23,Female,Porto,user12570@example.com,Youth (16-24)
C012571,26,Male,Braga,user12571@example.com,Adult (25-45)
C012572,59,Male,Porto,user12572@example.com,Middle-aged (46-60)
C012573,31,Male,Lisbon,user12573@example.com,Adult (25-45)
C012574,69,Other,Braga,user12574@example.com,Senior
C012575,45,Male,Faro,user12575@example.com,Adult (25-45)
C012576,68,Male,Faro,user12576@example.com,Senior
C012577,35,Male,Coimbra,user12577@example.com,Adult (25-45)
C012578,65,Male,Coimbra,user12578@example.com,Senior
C012579,39,Other,Faro,user12579@example.com,Adult (25-45)
C012580,35,Other,Coimbra,user12580@example.com,Adult (25-45)
C012581,55,Female,Faro,user12581@example.com,Middle-aged (46-60)
C012582,36,Other,Coimbra,user12582@example.com,Adult (25-45)
C012583,39,Other,Porto,user12583@example.com,Adult (25-45)
C012584,58,Female,Braga,user12584@example.com,Middle-aged (46-60)
C012585,69,Female,Coimbra,user12585@example.com,Senior
C012586,33,Male,Coimbra,user12586@example.com,Adult (25-45)
C012587,64,Male,Lisbon,user12587@example.com,Senior
C012588,55,Male,Braga,user12588@example.com,Middle-aged (46-60)
C012589,20,Other,Faro,user12589@example.com,Youth (16-24)
C012590,47,Male,Coimbra,user12590@example.com,Middle-aged (46-60)
C012591,61,Other,Braga,user12591@example.com,Senior
C012592,24,Male,Coimbra,user12592@example.com,Youth (16-24)
C012593,36,Male,Lisbon,user12593@example.com,Adult (25-45)
C012594,51,Male,Faro,user12594@example.com,Middle-aged (46-60)
C012595,17,Other,Lisbon,user12595@example.com,Youth (16-24)
C012596,50,Other,Faro,user12596@example.com,Middle-aged (46-60)
C012597,43,Male,Coimbra,Unknown,Adult (25-45)
C012598,61,Male,Lisbon,user12598@example.com,Senior
C012599,50,Female,Faro,user12599@example.com,Middle-aged (46-60)
C012600,17,Male,Porto,user12600@example.com,Youth (16-24)
C012601,26,Other,Braga,user12601@example.com,Adult (25-45)
C012602,56,Female,Porto,user12602@example.com,Middle-aged (46-60)
C012603,66,Female,Porto,user12603@example.com,Senior
C012604,61,Female,Lisbon,user12604@example.com,Senior
C012605,37,Other,Lisbon,user12605@example.com,Adult (25-45)
C012606,62,Other,Faro,user12606@example.com,Senior
C012607,38,Male,Faro,user12607@example.com,Adult (25-45)
C012608,28,Female,Faro,user12608@example.com,Adult (25-45)
C012609,35,Male,Lisbon,user12609@example.com,Adult (25-45)
C012610,19,Male,Braga,user12610@example.com,Youth (16-24)
C012611,67,Female,Porto,user12611@example.com,Senior
C012612,35,Female,Faro,Unknown,Adult (25-45)
C012613,18,Other,Braga,user12613@example.com,Youth (16-24)
C012614,36,Male,Coimbra,user12614@example.com,Adult (25-45)
C012615,21,Other,Braga,user12615@example.com,Youth (16-24)
C012616,35,Male,Porto,user12616@example.com,Adult (25-45)
C012617,64,Female,Lisbon,user12617@example.com,Senior
C012618,59,Other,Braga,user12618@example.com,Middle-aged (46-60)
C012619,30,Other,Porto,user12619@example.com,Adult (25-45)
C012620,58,Female,Porto,user12620@example.com,Middle-aged (46-60)
C012621,63,Male,Coimbra,user12621@example.com,Senior
C012622,42,Male,Faro,user12622@example.com,Adult (25-45)
C012623,43,Other,Lisbon,user12623@example.com,Adult (25-45)
C012624,43,Female,Faro,user12624@example.com,Adult (25-45)
C012625,32,Other,Coimbra,user12625@example.com,Adult (25-45)
C012626,36,Female,Braga,user12626@example.com,Adult (25-45)
C012627,25,Other,Porto,user12627@example.com,Adult (25-45)
C012628,47,Other,Braga,user12628@example.com,Middle-aged (46-60)
C012629,52,Male,Porto,user12629@example.com,Middle-aged (46-60)
C012630,42,Male,Braga,user12630@example.com,Adult (25-45)
C012631,37,Male,Faro,user12631@example.com,Adult (25-45)
C012632,31,Female,Braga,user12632@example.com,Adult (25-45)
C012633,66,Other,Faro,user12633@example.com,Senior
C012634,18,Female,Lisbon,user12634@example.com,Youth (16-24)
C012635,66,Other,Porto,Unknown,Senior
C012636,59,Male,Faro,user12636@example.com,Middle-aged (46-60)
C012637,51,Female,Coimbra,user12637@example.com,Middle-aged (46-60)
C012638,51,Other,Porto,user12638@example.com,Middle-aged (46-60)
C012639,62,Other,Lisbon,user12639@example.com,Senior
C012640,25,Male,Faro,user12640@example.com,Adult (25-45)
C012641,24,Male,Coimbra,user12641@example.com,Youth (16-24)
C012642,22,Other,Lisbon,user12642@example.com,Youth (16-24)
C012643,66,Female,Coimbra,user12643@example.com,Senior
C012644,54,Female,Braga,user12644@example.com,Middle-aged (46-60)
C012645,45,Female,Faro,user12645@example.com,Adult (25-45)
C012646,20,Female,Braga,user12646@example.com,Youth (16-24)
C012647,48,Other,Coimbra,user12647@example.com,Middle-aged (46-60)
C012648,26,Other,Lisbon,user12648@example.com,Adult (25-45)
C012649,66,Male,Porto,user12649@example.com,Senior
C012650,48,Female,Faro,user12650@example.com,Middle-aged (46-60)
C012651,35,Male,Lisbon,user12651@example.com,Adult (25-45)
C012652,37,Female,Coimbra,user12652@example.com,Adult (25-45)
C012653,33,Male,Lisbon,user12653@example.com,Adult (25-45)
C012654,53,Male,Braga,user12654@example.com,Middle-aged (46-60)
C012655,55,Other,Braga,user12655@example.com,Middle-aged (46-60)
C012656,53,Other,Braga,user12656@example.com,Middle-aged (46-60)
C012657,36,Female,Porto,user12657@example.com,Adult (25-45)
C012658,56,Male,Coimbra,user12658@example.com,Middle-aged (46-60)
C012659,55,Male,Porto,user12659@example.com,Middle-aged (46-60)
C012660,29,Other,Coimbra,user12660@example.com,Adult (25-45)
C012661,36,Other,Braga,user12661@example.com,Adult (25-45)
C012662,42,Other,Coimbra,user12662@example.com,Adult (25-45)
C012663,35,Female,Braga,user12663@example.com,Adult (25-45)
C012664,24,Male,Faro,user12664@example.com,Youth (16-24)
C012665,16,Female,Coimbra,user12665@example.com,Youth (16-24)
C012666,61,Male,Faro,user12666@example.com,Senior
C012667,64,Female,Lisbon,user12667@example.com,Senior
C012668,21,Other,Braga,user12668@example.com,Youth (16-24)
C012669,29,Female,Lisbon,user12669@example.com,Adult (25-45)
C012670,48,Female,Lisbon,user12670@example.com,Middle-aged (46-60)
C012671,65,Female,Lisbon,user12671@example.com,Senior
C012672,20,Other,Lisbon,user12672@example.com,Youth (16-24)
C012673,66,Male,Porto,user12673@example.com,Senior
C012674,21,Male,Coimbra,user12674@example.com,Youth (16-24)
C012675,30,Female,Coimbra,user12675@example.com,Adult (25-45)
C012676,60,Female,Lisbon,Unknown,Middle-aged (46-60)
C012677,53,Male,Coimbra,user12677@example.com,Middle-aged (46-60)
C012678,33,Female,Coimbra,user12678@example.com,Adult (25-45)
C012679,18,Other,Faro,user12679@example.com,Youth (16-24)
C012680,29,Other,Braga,user12680@example.com,Adult (25-45)
C012681,40,Female,Braga,user12681@example.com,Adult (25-45)
C012682,17,Male,Braga,user12682@example.com,Youth (16-24)
C012683,56,Female,Coimbra,user12683@example.com,Middle-aged (46-60)
C012684,67,Other,Lisbon,user12684@example.com,Senior
C012685,54,Male,Porto,user12685@example.com,Middle-aged (46-60)
C012686,65,Other,Coimbra,user12686@example.com,Senior
C012687,57,Male,Braga,user12687@example.com,Middle-aged (46-60)
C012688,16,Female,Braga,user12688@example.com,Youth (16-24)
C012689,37,Female,Braga,user12689@example.com,Adult (25-45)
C012690,36,Other,Coimbra,user12690@example.com,Adult (25-45)
C012691,57,Other,Braga,user12691@example.com,Middle-aged (46-60)
C012692,24,Male,Faro,user12692@example.com,Youth (16-24)
C012693,17,Other,Coimbra,user12693@example.com,Youth (16-24)
C012694,65,Other,Faro,user12694@example.com,Senior
C012695,20,Other,Braga,user12695@example.com,Youth (16-24)
C012696,67,Female,Braga,user12696@example.com,Senior
C012697,18,Other,Porto,user12697@example.com,Youth (16-24)
C012698,22,Female,Faro,user12698@example.com,Youth (16-24)
C012699,58,Male,Coimbra,user12699@example.com,Middle-aged (46-60)
C012700,18,Other,Braga,user12700@example.com,Youth (16-24)
C012701,33,Other,Lisbon,user12701@example.com,Adult (25-45)
C012702,52,Other,Faro,user12702@example.com,Middle-aged (46-60)
C012703,58,Unknown,Faro,user12703@example.com,Middle-aged (46-60)
C012704,65,Other,Faro,user12704@example.com,Senior
C012705,17,Male,Braga,user12705@example.com,Youth (16-24)
C012706,68,Female,Faro,user12706@example.com,Senior
C012707,21,Other,Faro,user12707@example.com,Youth (16-24)
C012708,67,Male,Lisbon,user12708@example.com,Senior
C012709,65,Female,Porto,user12709@example.com,Senior
C012710,24,Other,Faro,Unknown,Youth (16-24)
C012711,20,Female,Braga,user12711@example.com,Youth (16-24)
C012712,44,Other,Faro,user12712@example.com,Adult (25-45)
C012713,28,Female,Coimbra,user12713@example.com,Adult (25-45)
C012714,35,Other,Porto,user12714@example.com,Adult (25-45)
C012715,17,Other,Braga,user12715@example.com,Youth (16-24)
C012716,58,Other,Faro,user12716@example.com,Middle-aged (46-60)
C012717,36,Other,Lisbon,user12717@example.com,Adult (25-45)
C012718,38,Male,Coimbra,user12718@example.com,Adult (25-45)
C012719,30,Female,Porto,user12719@example.com,Adult (25-45)
C012720,25,Female,Lisbon,user12720@example.com,Adult (25-45)
C012721,51,Other,Coimbra,user12721@example.com,Middle-aged (46-60)
C012722,50,Female,Coimbra,user12722@example.com,Middle-aged (46-60)
C012723,17,Other,Braga,user12723@example.com,Youth (16-24)
C012724,28,Other,Braga,user12724@example.com,Adult (25-45)
C012725,41,Female,Faro,user12725@example.com,Adult (25-45)
C012726,62,Other,Faro,user12726@example.com,Senior
C012727,35,Male,Porto,user12727@example.com,Adult (25-45)
C012728,30,Female,Faro,user12728@example.com,Adult (25-45)
C012729,50,Male,Porto,user12729@example.com,Middle-aged (46-60)
C012730,16,Female,Coimbra,user12730@example.com,Youth (16-24)
C012731,29,Male,Lisbon,Unknown,Adult (25-45)
C012732,23,Female,Braga,user12732@example.com,Youth (16-24)
C012733,23,Other,Braga,user12733@example.com,Youth (16-24)
C012734,58,Other,Braga,user12734@example.com,Middle-aged (46-60)
C012735,51,Male,Lisbon,user12735@example.com,Middle-aged (46-60)
C012736,20,Female,Braga,user12736@example.com,Youth (16-24)
C012737,46,Other,Porto,user12737@example.com,Middle-aged (46-60)
C012738,40,Other,Braga,user12738@example.com,Adult (25-45)
C012739,51,Female,Coimbra,user12739@example.com,Middle-aged (46-60)
C012740,38,Other,Porto,user12740@example.com,Adult (25-45)
C012741,63,Male,Lisbon,user12741@example.com,Senior
C012742,48,Male,Coimbra,user12742@example.com,Middle-aged (46-60)
C012743,65,Male,Porto,user12743@example.com,Senior
C012744,23,Other,Braga,user12744@example.com,Youth (16-24)
C012745,65,Other,Braga,user12745@example.com,Senior
C012746,45,Male,Coimbra,user12746@example.com,Adult (25-45)
C012747,61,Other,Faro,user12747@example.com,Senior
C012748,62,Female,Coimbra,user12748@example.com,Senior
C012749,19,Other,Braga,user12749@example.com,Youth (16-24)
C012750,19,Female,Lisbon,user12750@example.com,Youth (16-24)
C012751,36,Female,Faro,user12751@example.com,Adult (25-45)
C012752,57,Other,Lisbon,user12752@example.com,Middle-aged (46-60)
C012753,56,Female,Lisbon,user12753@example.com,Middle-aged (46-60)
C012754,65,Male,Coimbra,user12754@example.com,Senior
C012755,57,Other,Porto,user12755@example.com,Middle-aged (46-60)
C012756,34,Female,Faro,user12756@example.com,Adult (25-45)
C012757,24,Male,Braga,user12757@example.com,Youth (16-24)
C012758,40,Male,Coimbra,user12758@example.com,Adult (25-45)
C012759,47,Female,Faro,user12759@example.com,Middle-aged (46-60)
C012760,25,Other,Lisbon,user12760@example.com,Adult (25-45)
C012761,49,Male,Coimbra,user12761@example.com,Middle-aged (46-60)
C012762,42,Male,Braga,user12762@example.com,Adult (25-45)
C012763,49,Other,Porto,Unknown,Middle-aged (46-60)
C012764,45,Male,Coimbra,user12764@example.com,Adult (25-45)
C012765,34,Other,Braga,user12765@example.com,Adult (25-45)
C012766,40,Other,Braga,user12766@example.com,Adult (25-45)
C012767,65,Other,Braga,user12767@example.com,Senior
C012768,34,Male,Lisbon,user12768@example.com,Adult (25-45)
C012769,26,Female,Porto,user12769@example.com,Adult (25-45)
C012770,53,Male,Faro,user12770@example.com,Middle-aged (46-60)
C012771,19,Female,Porto,user12771@example.com,Youth (16-24)
C012772,68,Female,Lisbon,Unknown,Senior
C012773,38,Male,Faro,user12773@example.com,Adult (25-45)
C012774,50,Other,Coimbra,user12774@example.com,Middle-aged (46-60)
C012775,29,Other,Lisbon,user12775@example.com,Adult (25-45)
C012776,41,Male,Lisbon,user12776@example.com,Adult (25-45)
C012777,20,Other,Faro,user12777@example.com,Youth (16-24)
C012778,30,Other,Faro,user12778@example.com,Adult (25-45)
C012779,25,Other,Braga,user12779@example.com,Adult (25-45)
C012780,35,Other,Porto,user12780@example.com,Adult (25-45)
C012781,56,Male,Coimbra,user12781@example.com,Middle-aged (46-60)
C012782,41,Male,Porto,user12782@example.com,Adult (25-45)
C012783,48,Female,Lisbon,user12783@example.com,Middle-aged (46-60)
C012784,28,Male,Lisbon,user12784@example.com,Adult (25-45)
C012785,39,Other,Faro,user12785@example.com,Adult (25-45)
C012786,29,Male,Lisbon,user12786@example.com,Adult (25-45)
C012787,37,Other,Lisbon,user12787@example.com,Adult (25-45)
C012788,53,Female,Porto,Unknown,Middle-aged (46-60)
C012789,51,Other,Faro,user12789@example.com,Middle-aged (46-60)
C012790,43,Female,Coimbra,user12790@example.com,Adult (25-45)
C012791,56,Other,Lisbon,user12791@example.com,Middle-aged (46-60)
C012792,22,Female,Lisbon,user12792@example.com,Youth (16-24)
C012793,60,Other,Braga,user12793@example.com,Middle-aged (46-60)
C012794,69,Male,Coimbra,user12794@example.com,Senior
C012795,49,Male,Porto,user12795@example.com,Middle-aged (46-60)
C012796,49,Male,Coimbra,user12796@example.com,Middle-aged (46-60)
C012797,18,Unknown,Faro,user12797@example.com,Youth (16-24)
C012798,48,Female,Porto,user12798@example.com,Middle-aged (46-60)
C012799,44,Other,Coimbra,user12799@example.com,Adult (25-45)
C012800,20,Female,Coimbra,user12800@example.com,Youth (16-24)
C012801,23,Female,Lisbon,user12801@example.com,Youth (16-24)
C012802,43,Other,Lisbon,user12802@example.com,Adult (25-45)
C012803,50,Female,Braga,user12803@example.com,Middle-aged (46-60)
C012804,21,Female,Faro,user12804@example.com,Youth (16-24)
C012805,36,Other,Faro,user12805@example.com,Adult (25-45)
C012806,19,Other,Porto,user12806@example.com,Youth (16-24)
C012807,31,Female,Coimbra,user12807@example.com,Adult (25-45)
C012808,23,Female,Coimbra,user12808@example.com,Youth (16-24)
C012809,16,Female,Faro,user12809@example.com,Youth (16-24)
C012810,39,Female,Lisbon,user12810@example.com,Adult (25-45)
C012811,52,Male,Coimbra,user12811@example.com,Middle-aged (46-60)
C012812,46,Female,Porto,user12812@example.com,Middle-aged (46-60)
C012813,28,Female,Braga,user12813@example.com,Adult (25-45)
C012814,45,Female,Coimbra,user12814@example.com,Adult (25-45)
C012815,31,Female,Coimbra,user12815@example.com,Adult (25-45)
C012816,50,Male,Coimbra,user12816@example.com,Middle-aged (46-60)
C012817,42,Female,Porto,user12817@example.com,Adult (25-45)
C012818,46,Female,Coimbra,user12818@example.com,Middle-aged (46-60)
C012819,18,Other,Porto,user12819@example.com,Youth (16-24)
C012820,30,Female,Faro,user12820@example.com,Adult (25-45)
C012821,65,Male,Braga,user12821@example.com,Senior
C012822,53,Other,Coimbra,user12822@example.com,Middle-aged (46-60)
C012823,45,Male,Lisbon,user12823@example.com,Adult (25-45)
C012824,60,Other,Porto,user12824@example.com,Middle-aged (46-60)
C012825,63,Male,Braga,user12825@example.com,Senior
C012826,26,Male,Lisbon,user12826@example.com,Adult (25-45)
C012827,49,Other,Lisbon,user12827@example.com,Middle-aged (46-60)
C012828,63,Female,Braga,user12828@example.com,Senior
C012829,65,Other,Coimbra,user12829@example.com,Senior
C012830,31,Female,Braga,user12830@example.com,Adult (25-45)
C012831,69,Other,Lisbon,user12831@example.com,Senior
C012832,32,Male,Porto,Unknown,Adult (25-45)
C012833,34,Female,Porto,user12833@example.com,Adult (25-45)
C012834,61,Other,Lisbon,user12834@example.com,Senior
C012835,30,Female,Lisbon,user12835@example.com,Adult (25-45)
C012836,65,Female,Coimbra,user12836@example.com,Senior
C012837,68,Male,Lisbon,user12837@example.com,Senior
C012838,55,Unknown,Porto,user12838@example.com,Middle-aged (46-60)
C012839,57,Male,Braga,user12839@example.com,Middle-aged (46-60)
C012840,42,Unknown,Porto,user12840@example.com,Adult (25-45)
C012841,23,Other,Porto,user12841@example.com,Youth (16-24)
C012842,49,Other,Faro,user12842@example.com,Middle-aged (46-60)
C012843,60,Other,Lisbon,user12843@example.com,Middle-aged (46-60)
C012844,58,Female,Braga,Unknown,Middle-aged (46-60)
C012845,59,Female,Braga,user12845@example.com,Middle-aged (46-60)
C012846,58,Male,Braga,user12846@example.com,Middle-aged (46-60)
C012847,67,Male,Lisbon,user12847@example.com,Senior
C012848,55,Male,Braga,user12848@example.com,Middle-aged (46-60)
C012849,19,Other,Coimbra,user12849@example.com,Youth (16-24)
C012850,46,Other,Braga,user12850@example.com,Middle-aged (46-60)
C012851,51,Male,Braga,user12851@example.com,Middle-aged (46-60)
C012852,39,Male,Faro,user12852@example.com,Adult (25-45)
C012853,60,Female,Porto,user12853@example.com,Middle-aged (46-60)
C012854,39,Male,Braga,user12854@example.com,Adult (25-45)
C012855,68,Female,Coimbra,user12855@example.com,Senior
C012856,50,Other,Coimbra,user12856@example.com,Middle-aged (46-60)
C012857,26,Other,Faro,user12857@example.com,Adult (25-45)
C012858,60,Male,Lisbon,user12858@example.com,Middle-aged (46-60)
C012859,50,Other,Porto,user12859@example.com,Middle-aged (46-60)
C012860,46,Male,Faro,user12860@example.com,Middle-aged (46-60)
C012861,40,Other,Faro,user12861@example.com,Adult (25-45)
C012862,25,Male,Braga,user12862@example.com,Adult (25-45)
C012863,62,Other,Faro,user12863@example.com,Senior
C012864,31,Other,Faro,user12864@example.com,Adult (25-45)
C012865,19,Other,Faro,user12865@example.com,Youth (16-24)
C012866,23,Male,Braga,user12866@example.com,Youth (16-24)
C012867,20,Other,Lisbon,user12867@example.com,Youth (16-24)
C012868,62,Male,Porto,user12868@example.com,Senior
C012869,65,Female,Lisbon,user12869@example.com,Senior
C012870,43,Male,Faro,user12870@example.com,Adult (25-45)
C012871,40,Unknown,Lisbon,user12871@example.com,Adult (25-45)
C012872,34,Other,Porto,user12872@example.com,Adult (25-45)
C012873,50,Male,Faro,user12873@example.com,Middle-aged (46-60)
C012874,56,Female,Coimbra,user12874@example.com,Middle-aged (46-60)
C012875,20,Other,Coimbra,user12875@example.com,Youth (16-24)
C012876,26,Other,Faro,user12876@example.com,Adult (25-45)
C012877,23,Male,Faro,user12877@example.com,Youth (16-24)
C012878,66,Male,Braga,user12878@example.com,Senior
C012879,28,Female,Faro,user12879@example.com,Adult (25-45)
C012880,34,Male,Braga,user12880@example.com,Adult (25-45)
C012881,43,Male,Lisbon,user12881@example.com,Adult (25-45)
C012882,46,Female,Faro,user12882@example.com,Middle-aged (46-60)
C012883,65,Male,Lisbon,user12883@example.com,Senior
C012884,23,Male,Faro,user12884@example.com,Youth (16-24)
C012885,16,Unknown,Lisbon,user12885@example.com,Youth (16-24)
C012886,19,Male,Lisbon,user12886@example.com,Youth (16-24)
C012887,46,Female,Braga,user12887@example.com,Middle-aged (46-60)
C012888,54,Other,Braga,user12888@example.com,Middle-aged (46-60)
C012889,63,Female,Lisbon,user12889@example.com,Senior
C012890,30,Female,Coimbra,user12890@example.com,Adult (25-45)
C012891,34,Male,Coimbra,user12891@example.com,Adult (25-45)
C012892,21,Female,Braga,user12892@example.com,Youth (16-24)
C012893,63,Other,Braga,user12893@example.com,Senior
C012894,47,Male,Coimbra,user12894@example.com,Middle-aged (46-60)
C012895,45,Other,Coimbra,user12895@example.com,Adult (25-45)
C012896,64,Male,Faro,user12896@example.com,Senior
C012897,43,Female,Faro,user12897@example.com,Adult (25-45)
C012898,54,Female,Porto,user12898@example.com,Middle-aged (46-60)
C012899,25,Male,Faro,user12899@example.com,Adult (25-45)
C012900,67,Female,Porto,user12900@example.com,Senior
C012901,20,Female,Coimbra,user12901@example.com,Youth (16-24)
C012902,52,Female,Braga,user12902@example.com,Middle-aged (46-60)
C012903,42,Male,Lisbon,user12903@example.com,Adult (25-45)
C012904,24,Male,Lisbon,user12904@example.com,Youth (16-24)
C012905,42,Male,Braga,user12905@example.com,Adult (25-45)
C012906,42,Female,Faro,user12906@example.com,Adult (25-45)
C012907,51,Male,Braga,user12907@example.com,Middle-aged (46-60)
C012908,16,Other,Faro,user12908@example.com,Youth (16-24)
C012909,37,Female,Faro,user12909@example.com,Adult (25-45)
C012910,58,Male,Lisbon,user12910@example.com,Middle-aged (46-60)
